TREND,DATETIME_UTC,WOEID,LOCATION_NAME,TREND_POSITION
#TrumpShutdown,2018-01-18 10:25:36,2486982,St. Louis,38
#TrumpShutdown,2018-01-18 10:25:38,2391279,Denver,40
#TrumpShutdown,2018-01-18 10:25:38,2414469,Greensboro,38
#TrumpShutdown,2018-01-18 10:25:39,2458833,New Orleans,43
#TrumpShutdown,2018-01-18 10:30:28,2359991,Baton Rouge,42
#TrumpShutdown,2018-01-18 10:30:28,2388929,Dallas-Ft. Worth,39
#TrumpShutdown,2018-01-18 10:30:28,2407517,Fresno,39
#TrumpShutdown,2018-01-18 10:30:29,2358820,Baltimore,41
#TrumpShutdown,2018-01-18 10:30:29,2364559,Birmingham,38
#TrumpShutdown,2018-01-18 10:30:29,2423945,Honolulu,39
#TrumpShutdown,2018-01-18 10:30:30,2379574,Chicago,43
#TrumpShutdown,2018-01-18 10:30:30,2383489,Colorado Springs,38
#TrumpShutdown,2018-01-18 10:30:30,2383660,Columbus,41
#TrumpShutdown,2018-01-18 10:30:30,2442047,Los Angeles,40
#TrumpShutdown,2018-01-18 10:30:30,2460389,Norfolk,38
#TrumpShutdown,2018-01-18 10:30:30,2478307,Raleigh,38
#TrumpShutdown,2018-01-18 10:30:31,2397816,El Paso,38
#TrumpShutdown,2018-01-18 10:30:31,2418046,Harrisburg,38
#TrumpShutdown,2018-01-18 10:30:31,2428344,Jacksonville,38
#TrumpShutdown,2018-01-18 10:30:31,2514815,Washington,37
#TrumpShutdown,2018-01-18 10:30:32,2450022,Miami,38
#TrumpShutdown,2018-01-18 10:30:32,2452078,Minneapolis,38
#TrumpShutdown,2018-01-18 10:30:32,2465512,Omaha,43
#TrumpShutdown,2018-01-18 10:30:33,23424977,United States,37
#TrumpShutdown,2018-01-18 10:30:33,2466256,Orlando,38
#TrumpShutdown,2018-01-18 10:30:33,2487610,Salt Lake City,42
#TrumpShutdown,2018-01-18 10:30:34,2451822,Milwaukee,40
#TrumpShutdown,2018-01-18 10:30:34,2458410,New Haven,38
#TrumpShutdown,2018-01-18 10:30:34,2473224,Pittsburgh,41
#TrumpShutdown,2018-01-18 10:30:34,2487796,San Antonio,42
#TrumpShutdown,2018-01-18 10:30:34,2488042,San Jose,42
#TrumpShutdown,2018-01-18 10:30:35,2477058,Providence,38
#TrumpShutdown,2018-01-18 10:30:35,2486340,Sacramento,38
#TrumpShutdown,2018-01-18 10:30:35,2486982,St. Louis,38
#TrumpShutdown,2018-01-18 10:30:38,2352824,Albuquerque,40
#TrumpShutdown,2018-01-18 10:30:38,2357024,Atlanta,43
#TrumpShutdown,2018-01-18 10:30:39,2378426,Charlotte,40
#TrumpShutdown,2018-01-18 10:30:39,2381475,Cleveland,37
#TrumpShutdown,2018-01-18 10:30:39,2427032,Indianapolis,42
#TrumpShutdown,2018-01-18 10:30:40,2391279,Denver,41
#TrumpShutdown,2018-01-18 10:30:40,2428184,Jackson,38
#TrumpShutdown,2018-01-18 10:30:40,2436704,Las Vegas,40
#TrumpShutdown,2018-01-18 10:30:40,2449808,Mesa,37
#TrumpShutdown,2018-01-18 10:30:41,2391585,Detroit,40
#TrumpShutdown,2018-01-18 10:30:41,2414469,Greensboro,38
#TrumpShutdown,2018-01-18 10:30:41,2442327,Louisville,41
#TrumpShutdown,2018-01-18 10:30:41,2457170,Nashville,42
#TrumpShutdown,2018-01-18 10:30:41,2464592,Oklahoma City,41
#TrumpShutdown,2018-01-18 10:30:42,2449323,Memphis,41
#TrumpShutdown,2018-01-18 10:30:42,2458833,New Orleans,43
#TrumpShutdown,2018-01-18 10:30:42,2459115,New York,40
#TrumpShutdown,2018-01-18 10:30:43,2480894,Richmond,38
#TrumpShutdown,2018-01-18 10:30:44,2503713,Tallahassee,38
#TrumpShutdown,2018-01-18 10:30:44,2503863,Tampa,38
#TrumpShutdown,2018-01-18 10:30:44,2508428,Tucson,40
#TrumpShutdown,2018-01-18 10:35:21,2364559,Birmingham,39
#TrumpShutdown,2018-01-18 10:35:22,2358820,Baltimore,42
#TrumpShutdown,2018-01-18 10:35:22,2383489,Colorado Springs,43
#TrumpShutdown,2018-01-18 10:35:22,2478307,Raleigh,39
#TrumpShutdown,2018-01-18 10:35:23,2379574,Chicago,42
#TrumpShutdown,2018-01-18 10:35:23,2383660,Columbus,42
#TrumpShutdown,2018-01-18 10:35:23,2418046,Harrisburg,42
#TrumpShutdown,2018-01-18 10:35:24,2359991,Baton Rouge,42
#TrumpShutdown,2018-01-18 10:35:24,2388929,Dallas-Ft. Worth,40
#TrumpShutdown,2018-01-18 10:35:24,2407517,Fresno,39
#TrumpShutdown,2018-01-18 10:35:24,2452078,Minneapolis,39
#TrumpShutdown,2018-01-18 10:35:24,2465512,Omaha,42
#TrumpShutdown,2018-01-18 10:35:24,2466256,Orlando,40
#TrumpShutdown,2018-01-18 10:35:25,2352824,Albuquerque,40
#TrumpShutdown,2018-01-18 10:35:25,2357024,Atlanta,43
#TrumpShutdown,2018-01-18 10:35:25,2423945,Honolulu,41
#TrumpShutdown,2018-01-18 10:35:25,2442047,Los Angeles,43
#TrumpShutdown,2018-01-18 10:35:25,2487610,Salt Lake City,42
#TrumpShutdown,2018-01-18 10:35:25,2487796,San Antonio,42
#TrumpShutdown,2018-01-18 10:35:25,2488042,San Jose,42
#TrumpShutdown,2018-01-18 10:35:26,2378426,Charlotte,41
#TrumpShutdown,2018-01-18 10:35:26,2427032,Indianapolis,42
#TrumpShutdown,2018-01-18 10:35:26,2428184,Jackson,40
#TrumpShutdown,2018-01-18 10:35:26,2460389,Norfolk,39
#TrumpShutdown,2018-01-18 10:35:27,2436704,Las Vegas,40
#TrumpShutdown,2018-01-18 10:35:27,2449808,Mesa,39
#TrumpShutdown,2018-01-18 10:35:27,2457170,Nashville,42
#TrumpShutdown,2018-01-18 10:35:27,2514815,Washington,39
#TrumpShutdown,2018-01-18 10:35:28,2464592,Oklahoma City,42
#TrumpShutdown,2018-01-18 10:35:28,2480894,Richmond,39
#TrumpShutdown,2018-01-18 10:35:29,2508428,Tucson,42
#TrumpShutdown,2018-01-18 10:35:30,23424977,United States,41
#TrumpShutdown,2018-01-18 10:35:31,2397816,El Paso,39
#TrumpShutdown,2018-01-18 10:35:31,2428344,Jacksonville,39
#TrumpShutdown,2018-01-18 10:35:31,2450022,Miami,39
#TrumpShutdown,2018-01-18 10:35:32,2451822,Milwaukee,40
#TrumpShutdown,2018-01-18 10:35:32,2458410,New Haven,39
#TrumpShutdown,2018-01-18 10:35:32,2473224,Pittsburgh,42
#TrumpShutdown,2018-01-18 10:35:33,2477058,Providence,39
#TrumpShutdown,2018-01-18 10:35:33,2486340,Sacramento,39
#TrumpShutdown,2018-01-18 10:35:34,2486982,St. Louis,40
#TrumpShutdown,2018-01-18 10:35:35,2381475,Cleveland,39
#TrumpShutdown,2018-01-18 10:35:36,2391279,Denver,41
#TrumpShutdown,2018-01-18 10:35:36,2391585,Detroit,40
#TrumpShutdown,2018-01-18 10:35:36,2414469,Greensboro,40
#TrumpShutdown,2018-01-18 10:35:36,2442327,Louisville,41
#TrumpShutdown,2018-01-18 10:35:37,2449323,Memphis,41
#TrumpShutdown,2018-01-18 10:35:38,2458833,New Orleans,43
#TrumpShutdown,2018-01-18 10:35:38,2459115,New York,40
#TrumpShutdown,2018-01-18 10:35:39,2503713,Tallahassee,39
#TrumpShutdown,2018-01-18 10:35:40,2503863,Tampa,40
#TrumpShutdown,2018-01-18 10:40:21,2359991,Baton Rouge,42
#TrumpShutdown,2018-01-18 10:40:21,2364559,Birmingham,40
#TrumpShutdown,2018-01-18 10:40:21,2383489,Colorado Springs,43
#TrumpShutdown,2018-01-18 10:40:21,2388929,Dallas-Ft. Worth,42
#TrumpShutdown,2018-01-18 10:40:22,2407517,Fresno,43
#TrumpShutdown,2018-01-18 10:40:22,2423945,Honolulu,43
#TrumpShutdown,2018-01-18 10:40:22,2478307,Raleigh,41
#TrumpShutdown,2018-01-18 10:40:23,2358820,Baltimore,44
#TrumpShutdown,2018-01-18 10:40:23,2379574,Chicago,44
#TrumpShutdown,2018-01-18 10:40:23,2442047,Los Angeles,44
#TrumpShutdown,2018-01-18 10:40:23,2460389,Norfolk,40
#TrumpShutdown,2018-01-18 10:40:24,2383660,Columbus,43
#TrumpShutdown,2018-01-18 10:40:24,2418046,Harrisburg,42
#TrumpShutdown,2018-01-18 10:40:24,2514815,Washington,44
#TrumpShutdown,2018-01-18 10:40:25,2397816,El Paso,41
#TrumpShutdown,2018-01-18 10:40:25,2428344,Jacksonville,42
#TrumpShutdown,2018-01-18 10:40:26,23424977,United States,41
#TrumpShutdown,2018-01-18 10:40:26,2450022,Miami,42
#TrumpShutdown,2018-01-18 10:40:26,2451822,Milwaukee,43
#TrumpShutdown,2018-01-18 10:40:26,2458410,New Haven,42
#TrumpShutdown,2018-01-18 10:40:27,2452078,Minneapolis,40
#TrumpShutdown,2018-01-18 10:40:27,2465512,Omaha,44
#TrumpShutdown,2018-01-18 10:40:27,2466256,Orlando,40
#TrumpShutdown,2018-01-18 10:40:27,2473224,Pittsburgh,44
#TrumpShutdown,2018-01-18 10:40:27,2477058,Providence,42
#TrumpShutdown,2018-01-18 10:40:27,2486340,Sacramento,41
#TrumpShutdown,2018-01-18 10:40:27,2487610,Salt Lake City,44
#TrumpShutdown,2018-01-18 10:40:28,2352824,Albuquerque,43
#TrumpShutdown,2018-01-18 10:40:28,2357024,Atlanta,44
#TrumpShutdown,2018-01-18 10:40:28,2378426,Charlotte,43
#TrumpShutdown,2018-01-18 10:40:28,2381475,Cleveland,44
#TrumpShutdown,2018-01-18 10:40:28,2391279,Denver,44
#TrumpShutdown,2018-01-18 10:40:28,2391585,Detroit,42
#TrumpShutdown,2018-01-18 10:40:28,2414469,Greensboro,40
#TrumpShutdown,2018-01-18 10:40:28,2486982,St. Louis,40
#TrumpShutdown,2018-01-18 10:40:28,2487796,San Antonio,44
#TrumpShutdown,2018-01-18 10:40:28,2488042,San Jose,44
#TrumpShutdown,2018-01-18 10:40:29,2427032,Indianapolis,44
#TrumpShutdown,2018-01-18 10:40:29,2428184,Jackson,43
#TrumpShutdown,2018-01-18 10:40:29,2442327,Louisville,43
#TrumpShutdown,2018-01-18 10:40:29,2449323,Memphis,44
#TrumpShutdown,2018-01-18 10:40:29,2458833,New Orleans,44
#TrumpShutdown,2018-01-18 10:40:30,2436704,Las Vegas,43
#TrumpShutdown,2018-01-18 10:40:30,2449808,Mesa,41
#TrumpShutdown,2018-01-18 10:40:30,2459115,New York,43
#TrumpShutdown,2018-01-18 10:40:31,2457170,Nashville,44
#TrumpShutdown,2018-01-18 10:40:31,2464592,Oklahoma City,44
#TrumpShutdown,2018-01-18 10:40:31,2480894,Richmond,41
#TrumpShutdown,2018-01-18 10:40:31,2503713,Tallahassee,42
#TrumpShutdown,2018-01-18 10:40:31,2503863,Tampa,40
#TrumpShutdown,2018-01-18 10:40:33,2508428,Tucson,43
#TrumpShutdown,2018-01-18 10:45:27,2358820,Baltimore,43
#TrumpShutdown,2018-01-18 10:45:28,2364559,Birmingham,40
#TrumpShutdown,2018-01-18 10:45:28,2379574,Chicago,46
#TrumpShutdown,2018-01-18 10:45:28,2383489,Colorado Springs,42
#TrumpShutdown,2018-01-18 10:45:28,2383660,Columbus,42
#TrumpShutdown,2018-01-18 10:45:28,2478307,Raleigh,41
#TrumpShutdown,2018-01-18 10:45:30,2359991,Baton Rouge,42
#TrumpShutdown,2018-01-18 10:45:30,2388929,Dallas-Ft. Worth,41
#TrumpShutdown,2018-01-18 10:45:30,2397816,El Paso,42
#TrumpShutdown,2018-01-18 10:45:31,2407517,Fresno,42
#TrumpShutdown,2018-01-18 10:45:31,2418046,Harrisburg,40
#TrumpShutdown,2018-01-18 10:45:31,2423945,Honolulu,43
#TrumpShutdown,2018-01-18 10:45:31,2428344,Jacksonville,40
#TrumpShutdown,2018-01-18 10:45:31,2450022,Miami,42
#TrumpShutdown,2018-01-18 10:45:31,2451822,Milwaukee,43
#TrumpShutdown,2018-01-18 10:45:32,2442047,Los Angeles,42
#TrumpShutdown,2018-01-18 10:45:32,2452078,Minneapolis,40
#TrumpShutdown,2018-01-18 10:45:32,2458410,New Haven,42
#TrumpShutdown,2018-01-18 10:45:32,2460389,Norfolk,40
#TrumpShutdown,2018-01-18 10:45:32,2473224,Pittsburgh,43
#TrumpShutdown,2018-01-18 10:45:33,2352824,Albuquerque,37
#TrumpShutdown,2018-01-18 10:45:33,2465512,Omaha,43
#TrumpShutdown,2018-01-18 10:45:33,2466256,Orlando,40
#TrumpShutdown,2018-01-18 10:45:33,2477058,Providence,40
#TrumpShutdown,2018-01-18 10:45:33,2486340,Sacramento,40
#TrumpShutdown,2018-01-18 10:45:33,2487610,Salt Lake City,42
#TrumpShutdown,2018-01-18 10:45:34,2357024,Atlanta,43
#TrumpShutdown,2018-01-18 10:45:34,2378426,Charlotte,42
#TrumpShutdown,2018-01-18 10:45:34,2486982,St. Louis,40
#TrumpShutdown,2018-01-18 10:45:34,2487796,San Antonio,42
#TrumpShutdown,2018-01-18 10:45:34,2488042,San Jose,42
#TrumpShutdown,2018-01-18 10:45:34,2514815,Washington,44
#TrumpShutdown,2018-01-18 10:45:35,2427032,Indianapolis,43
#TrumpShutdown,2018-01-18 10:45:35,2428184,Jackson,41
#TrumpShutdown,2018-01-18 10:45:35,2436704,Las Vegas,43
#TrumpShutdown,2018-01-18 10:45:36,23424977,United States,44
#TrumpShutdown,2018-01-18 10:45:36,2381475,Cleveland,44
#TrumpShutdown,2018-01-18 10:45:36,2391279,Denver,43
#TrumpShutdown,2018-01-18 10:45:36,2449808,Mesa,41
#TrumpShutdown,2018-01-18 10:45:36,2457170,Nashville,42
#TrumpShutdown,2018-01-18 10:45:36,2464592,Oklahoma City,46
#TrumpShutdown,2018-01-18 10:45:37,2391585,Detroit,41
#TrumpShutdown,2018-01-18 10:45:37,2414469,Greensboro,40
#TrumpShutdown,2018-01-18 10:45:37,2480894,Richmond,40
#TrumpShutdown,2018-01-18 10:45:38,2442327,Louisville,42
#TrumpShutdown,2018-01-18 10:45:38,2508428,Tucson,42
#TrumpShutdown,2018-01-18 10:45:39,2449323,Memphis,46
#TrumpShutdown,2018-01-18 10:45:40,2458833,New Orleans,42
#TrumpShutdown,2018-01-18 10:45:40,2459115,New York,38
#TrumpShutdown,2018-01-18 10:45:42,2503713,Tallahassee,37
#TrumpShutdown,2018-01-18 10:45:42,2503863,Tampa,37
#TrumpShutdown,2018-01-18 10:50:21,2359991,Baton Rouge,38
#TrumpShutdown,2018-01-18 10:50:21,2388929,Dallas-Ft. Worth,37
#TrumpShutdown,2018-01-18 10:50:21,2407517,Fresno,37
#TrumpShutdown,2018-01-18 10:50:22,2364559,Birmingham,37
#TrumpShutdown,2018-01-18 10:50:22,2383489,Colorado Springs,37
#TrumpShutdown,2018-01-18 10:50:22,2423945,Honolulu,38
#TrumpShutdown,2018-01-18 10:50:22,2460389,Norfolk,37
#TrumpShutdown,2018-01-18 10:50:23,2358820,Baltimore,38
#TrumpShutdown,2018-01-18 10:50:23,2379574,Chicago,38
#TrumpShutdown,2018-01-18 10:50:23,2478307,Raleigh,37
#TrumpShutdown,2018-01-18 10:50:23,2514815,Washington,37
#TrumpShutdown,2018-01-18 10:50:24,2383660,Columbus,38
#TrumpShutdown,2018-01-18 10:50:24,2418046,Harrisburg,37
#TrumpShutdown,2018-01-18 10:50:25,23424977,United States,37
#TrumpShutdown,2018-01-18 10:50:25,2397816,El Paso,36
#TrumpShutdown,2018-01-18 10:50:25,2452078,Minneapolis,37
#TrumpShutdown,2018-01-18 10:50:25,2465512,Omaha,39
#TrumpShutdown,2018-01-18 10:50:25,2466256,Orlando,37
#TrumpShutdown,2018-01-18 10:50:26,2428344,Jacksonville,37
#TrumpShutdown,2018-01-18 10:50:26,2450022,Miami,38
#TrumpShutdown,2018-01-18 10:50:26,2451822,Milwaukee,38
#TrumpShutdown,2018-01-18 10:50:26,2487610,Salt Lake City,38
#TrumpShutdown,2018-01-18 10:50:26,2487796,San Antonio,38
#TrumpShutdown,2018-01-18 10:50:27,2458410,New Haven,37
#TrumpShutdown,2018-01-18 10:50:27,2473224,Pittsburgh,38
#TrumpShutdown,2018-01-18 10:50:27,2477058,Providence,37
#TrumpShutdown,2018-01-18 10:50:27,2488042,San Jose,38
#TrumpShutdown,2018-01-18 10:50:28,2352824,Albuquerque,37
#TrumpShutdown,2018-01-18 10:50:28,2357024,Atlanta,38
#TrumpShutdown,2018-01-18 10:50:28,2378426,Charlotte,38
#TrumpShutdown,2018-01-18 10:50:28,2486340,Sacramento,37
#TrumpShutdown,2018-01-18 10:50:28,2486982,St. Louis,37
#TrumpShutdown,2018-01-18 10:50:29,2381475,Cleveland,38
#TrumpShutdown,2018-01-18 10:50:29,2391279,Denver,38
#TrumpShutdown,2018-01-18 10:50:29,2391585,Detroit,37
#TrumpShutdown,2018-01-18 10:50:29,2427032,Indianapolis,38
#TrumpShutdown,2018-01-18 10:50:29,2428184,Jackson,37
#TrumpShutdown,2018-01-18 10:50:29,2436704,Las Vegas,38
#TrumpShutdown,2018-01-18 10:50:30,2414469,Greensboro,37
#TrumpShutdown,2018-01-18 10:50:30,2442327,Louisville,38
#TrumpShutdown,2018-01-18 10:50:30,2449323,Memphis,38
#TrumpShutdown,2018-01-18 10:50:30,2449808,Mesa,37
#TrumpShutdown,2018-01-18 10:50:30,2457170,Nashville,38
#TrumpShutdown,2018-01-18 10:50:30,2458833,New Orleans,38
#TrumpShutdown,2018-01-18 10:50:31,2459115,New York,38
#TrumpShutdown,2018-01-18 10:50:31,2464592,Oklahoma City,38
#TrumpShutdown,2018-01-18 10:50:32,2480894,Richmond,37
#TrumpShutdown,2018-01-18 10:50:32,2508428,Tucson,38
#TrumpShutdown,2018-01-18 10:55:23,2364559,Birmingham,36
#TrumpShutdown,2018-01-18 10:55:23,2383489,Colorado Springs,39
#TrumpShutdown,2018-01-18 10:55:24,2358820,Baltimore,39
#TrumpShutdown,2018-01-18 10:55:24,2379574,Chicago,40
#TrumpShutdown,2018-01-18 10:55:24,2478307,Raleigh,36
#TrumpShutdown,2018-01-18 10:55:25,2383660,Columbus,37
#TrumpShutdown,2018-01-18 10:55:25,2407517,Fresno,39
#TrumpShutdown,2018-01-18 10:55:25,2423945,Honolulu,38
#TrumpShutdown,2018-01-18 10:55:26,2465512,Omaha,40
#TrumpShutdown,2018-01-18 10:55:27,2487796,San Antonio,38
#TrumpShutdown,2018-01-18 10:55:27,2488042,San Jose,37
#TrumpShutdown,2018-01-18 10:55:27,2514815,Washington,38
#TrumpShutdown,2018-01-18 10:55:28,2352824,Albuquerque,36
#TrumpShutdown,2018-01-18 10:55:29,2397816,El Paso,36
#TrumpShutdown,2018-01-18 10:55:30,2427032,Indianapolis,40
#TrumpShutdown,2018-01-18 10:55:30,2450022,Miami,38
#TrumpShutdown,2018-01-18 10:55:31,23424977,United States,37
#TrumpShutdown,2018-01-18 10:55:31,2428184,Jackson,39
#TrumpShutdown,2018-01-18 10:55:31,2436704,Las Vegas,39
#TrumpShutdown,2018-01-18 10:55:31,2449808,Mesa,38
#TrumpShutdown,2018-01-18 10:55:31,2451822,Milwaukee,39
#TrumpShutdown,2018-01-18 10:55:31,2458410,New Haven,36
#TrumpShutdown,2018-01-18 10:55:31,2473224,Pittsburgh,39
#TrumpShutdown,2018-01-18 10:55:32,2457170,Nashville,37
#TrumpShutdown,2018-01-18 10:55:32,2464592,Oklahoma City,40
#TrumpShutdown,2018-01-18 10:55:33,2381475,Cleveland,38
#TrumpShutdown,2018-01-18 10:55:34,2391279,Denver,39
#TrumpShutdown,2018-01-18 10:55:34,2391585,Detroit,36
#TrumpShutdown,2018-01-18 10:55:35,2449323,Memphis,39
#TrumpShutdown,2018-01-18 11:55:28,1236594,Hanoi,47
#TrumpShutdown,2018-01-18 11:55:29,1236690,Hai Phong,47
#TrumpShutdown,2018-01-18 11:55:31,1252351,Can Tho,47
#TrumpShutdown,2018-01-18 11:55:32,1252431,Ho Chi Minh City,47
#TrumpShutdown,2018-01-18 11:55:33,1252376,Da Nang,47
#TrumpShutdown,2018-01-18 11:55:46,23424935,Puerto Rico,45
#TrumpShutdown,2018-01-18 11:55:54,23424984,Vietnam,47
#TrumpShutdown,2018-01-18 12:00:41,1252351,Can Tho,46
#TrumpShutdown,2018-01-18 12:00:44,1252376,Da Nang,46
#TrumpShutdown,2018-01-18 12:00:49,1236594,Hanoi,46
#TrumpShutdown,2018-01-18 12:00:51,1236690,Hai Phong,46
#TrumpShutdown,2018-01-18 12:00:56,1252431,Ho Chi Minh City,46
#TrumpShutdown,2018-01-18 12:01:03,23424935,Puerto Rico,45
#TrumpShutdown,2018-01-18 12:01:19,23424984,Vietnam,45
#TrumpShutdown,2018-01-18 12:05:28,1252351,Can Tho,47
#TrumpShutdown,2018-01-18 12:05:30,1236594,Hanoi,47
#TrumpShutdown,2018-01-18 12:05:31,1236690,Hai Phong,47
#TrumpShutdown,2018-01-18 12:05:31,1252376,Da Nang,47
#TrumpShutdown,2018-01-18 12:05:42,1252431,Ho Chi Minh City,47
#TrumpShutdown,2018-01-18 12:06:04,23424984,Vietnam,47
#TrumpShutdown,2018-01-18 12:06:06,23424935,Puerto Rico,45
#TrumpShutdown,2018-01-18 12:10:29,1252351,Can Tho,47
#TrumpShutdown,2018-01-18 12:10:33,1236594,Hanoi,47
#TrumpShutdown,2018-01-18 12:10:33,1236690,Hai Phong,47
#TrumpShutdown,2018-01-18 12:10:34,1252376,Da Nang,47
#TrumpShutdown,2018-01-18 12:10:40,1252431,Ho Chi Minh City,47
#TrumpShutdown,2018-01-18 12:10:55,23424935,Puerto Rico,47
#TrumpShutdown,2018-01-18 12:10:55,23424984,Vietnam,47
#TrumpShutdown,2018-01-18 12:15:30,1252351,Can Tho,46
#TrumpShutdown,2018-01-18 12:15:33,1236594,Hanoi,46
#TrumpShutdown,2018-01-18 12:15:33,1236690,Hai Phong,46
#TrumpShutdown,2018-01-18 12:15:39,1252376,Da Nang,46
#TrumpShutdown,2018-01-18 12:15:41,1252431,Ho Chi Minh City,46
#TrumpShutdown,2018-01-18 12:15:58,23424935,Puerto Rico,47
#TrumpShutdown,2018-01-18 12:16:01,23424984,Vietnam,47
#TrumpShutdown,2018-01-18 12:20:55,23424935,Puerto Rico,50
#TrumpShutdown,2018-01-18 12:25:35,1252351,Can Tho,50
#TrumpShutdown,2018-01-18 12:25:38,1252376,Da Nang,48
#TrumpShutdown,2018-01-18 12:25:41,1236594,Hanoi,50
#TrumpShutdown,2018-01-18 12:25:41,1236690,Hai Phong,50
#TrumpShutdown,2018-01-18 12:25:47,1252431,Ho Chi Minh City,50
#TrumpShutdown,2018-01-18 12:25:59,23424935,Puerto Rico,50
#TrumpShutdown,2018-01-18 12:26:17,23424984,Vietnam,48
#TrumpShutdown,2018-01-18 12:30:45,1252376,Da Nang,48
#TrumpShutdown,2018-01-18 12:30:47,1236594,Hanoi,48
#TrumpShutdown,2018-01-18 12:30:47,1236690,Hai Phong,48
#TrumpShutdown,2018-01-18 12:30:48,1252351,Can Tho,48
#TrumpShutdown,2018-01-18 12:30:56,1252431,Ho Chi Minh City,48
#TrumpShutdown,2018-01-18 12:31:20,23424935,Puerto Rico,50
#TrumpShutdown,2018-01-18 12:31:25,23424984,Vietnam,48
#TrumpShutdown,2018-01-18 12:35:31,1236594,Hanoi,47
#TrumpShutdown,2018-01-18 12:35:31,1236690,Hai Phong,48
#TrumpShutdown,2018-01-18 12:35:34,1252351,Can Tho,47
#TrumpShutdown,2018-01-18 12:35:37,1252431,Ho Chi Minh City,48
#TrumpShutdown,2018-01-18 12:35:38,1252376,Da Nang,48
#TrumpShutdown,2018-01-18 12:35:41,23424935,Puerto Rico,48
#TrumpShutdown,2018-01-18 12:35:57,23424984,Vietnam,48
#TrumpShutdown,2018-01-18 12:40:35,1252351,Can Tho,48
#TrumpShutdown,2018-01-18 12:40:37,1236594,Hanoi,48
#TrumpShutdown,2018-01-18 12:40:38,1236690,Hai Phong,48
#TrumpShutdown,2018-01-18 12:40:42,1252431,Ho Chi Minh City,48
#TrumpShutdown,2018-01-18 12:40:44,1252376,Da Nang,48
#TrumpShutdown,2018-01-18 12:40:51,23424935,Puerto Rico,47
#TrumpShutdown,2018-01-18 12:41:06,23424984,Vietnam,48
#TrumpShutdown,2018-01-18 12:45:46,1236594,Hanoi,48
#TrumpShutdown,2018-01-18 12:45:46,1236690,Hai Phong,48
#TrumpShutdown,2018-01-18 12:45:48,1252351,Can Tho,48
#TrumpShutdown,2018-01-18 12:45:55,1252431,Ho Chi Minh City,48
#TrumpShutdown,2018-01-18 12:45:58,1252376,Da Nang,48
#TrumpShutdown,2018-01-18 12:46:03,23424935,Puerto Rico,48
#TrumpShutdown,2018-01-18 12:46:25,23424984,Vietnam,48
#TrumpShutdown,2018-01-18 12:50:31,1236594,Hanoi,42
#TrumpShutdown,2018-01-18 12:50:31,1236690,Hai Phong,42
#TrumpShutdown,2018-01-18 12:50:33,1252351,Can Tho,42
#TrumpShutdown,2018-01-18 12:50:35,1252376,Da Nang,42
#TrumpShutdown,2018-01-18 12:50:38,1252431,Ho Chi Minh City,42
#TrumpShutdown,2018-01-18 12:50:57,23424935,Puerto Rico,48
#TrumpShutdown,2018-01-18 12:50:57,23424984,Vietnam,43
#TrumpShutdown,2018-01-18 12:55:35,1236594,Hanoi,44
#TrumpShutdown,2018-01-18 12:55:35,1252431,Ho Chi Minh City,45
#TrumpShutdown,2018-01-18 12:55:36,1236690,Hai Phong,45
#TrumpShutdown,2018-01-18 12:55:37,1252351,Can Tho,45
#TrumpShutdown,2018-01-18 12:55:37,1252376,Da Nang,45
#TrumpShutdown,2018-01-18 12:55:52,23424935,Puerto Rico,44
#TrumpShutdown,2018-01-18 12:55:59,23424984,Vietnam,44
#TrumpShutdown,2018-01-18 13:00:45,1252376,Da Nang,40
#TrumpShutdown,2018-01-18 13:00:48,1252351,Can Tho,44
#TrumpShutdown,2018-01-18 13:00:49,1236594,Hanoi,44
#TrumpShutdown,2018-01-18 13:00:50,1236690,Hai Phong,44
#TrumpShutdown,2018-01-18 13:01:01,23424935,Puerto Rico,45
#TrumpShutdown,2018-01-18 13:01:05,1252431,Ho Chi Minh City,45
#TrumpShutdown,2018-01-18 13:01:23,23424984,Vietnam,45
#TrumpShutdown,2018-01-18 13:05:28,1236594,Hanoi,40
#TrumpShutdown,2018-01-18 13:05:28,1236690,Hai Phong,40
#TrumpShutdown,2018-01-18 13:05:28,1252351,Can Tho,40
#TrumpShutdown,2018-01-18 13:05:33,1252376,Da Nang,40
#TrumpShutdown,2018-01-18 13:05:40,1252431,Ho Chi Minh City,40
#TrumpShutdown,2018-01-18 13:05:45,23424935,Puerto Rico,39
#TrumpShutdown,2018-01-18 13:05:52,23424984,Vietnam,40
#TrumpShutdown,2018-01-18 13:10:23,1252351,Can Tho,39
#TrumpShutdown,2018-01-18 13:10:31,1252376,Da Nang,40
#TrumpShutdown,2018-01-18 13:10:31,1252431,Ho Chi Minh City,40
#TrumpShutdown,2018-01-18 13:10:32,1236594,Hanoi,39
#TrumpShutdown,2018-01-18 13:10:32,1236690,Hai Phong,39
#TrumpShutdown,2018-01-18 13:10:35,23424935,Puerto Rico,38
#TrumpShutdown,2018-01-18 13:10:52,23424984,Vietnam,40
#TrumpShutdown,2018-01-18 13:15:25,1252351,Can Tho,39
#TrumpShutdown,2018-01-18 13:15:33,1236594,Hanoi,39
#TrumpShutdown,2018-01-18 13:15:34,1236690,Hai Phong,39
#TrumpShutdown,2018-01-18 13:15:36,1252376,Da Nang,40
#TrumpShutdown,2018-01-18 13:15:39,1252431,Ho Chi Minh City,40
